id,item_id,dept_id,cat_id,store_id,state_id,d,sales,wm_yr_wk,event_name_1,snap_CA,snap_TX,snap_WI,sell_price,d_num
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_2,22.0,11101,None,0,0,0,1.48,2
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_2,153.0,11101,None,0,0,0,1.25,2
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_2,23.0,11101,None,0,0,0,1.48,2
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_2,67.0,11101,None,0,0,0,1.48,2
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_3,102.0,11101,None,0,0,0,1.25,3
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_3,18.0,11101,None,0,0,0,1.48,3
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_3,45.0,11101,None,0,0,0,1.48,3
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_3,94.0,11101,None,0,0,0,1.25,3
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_3,23.0,11101,None,0,0,0,1.48,3
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_3,47.0,11101,None,0,0,0,1.48,3
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_3,24.0,11101,None,0,0,0,1.25,3
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_3,4.0,11101,None,0,0,0,1.48,3
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_3,24.0,11101,None,0,0,0,1.48,3
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_3,119.0,11101,None,0,0,0,1.25,3
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_3,12.0,11101,None,0,0,0,1.48,3
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_3,35.0,11101,None,0,0,0,1.48,3
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_4,120.0,11101,None,1,1,0,1.25,4
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_4,37.0,11101,None,1,1,0,1.48,4
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_4,57.0,11101,None,1,1,0,1.48,4
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_4,127.0,11101,None,1,1,0,1.25,4
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_4,20.0,11101,None,1,1,0,1.48,4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_4,56.0,11101,None,1,1,0,1.48,4
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_4,44.0,11101,None,1,1,0,1.25,4
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_4,7.0,11101,None,1,1,0,1.48,4
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_4,13.0,11101,None,1,1,0,1.48,4
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_4,80.0,11101,None,1,1,0,1.25,4
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_4,12.0,11101,None,1,1,0,1.48,4
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_4,66.0,11101,None,1,1,0,1.48,4
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_5,106.0,11101,None,1,0,1,1.25,5
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_5,40.0,11101,None,1,0,1,1.48,5
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_5,54.0,11101,None,1,0,1,1.48,5
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_5,90.0,11101,None,1,0,1,1.25,5
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_5,26.0,11101,None,1,0,1,1.48,5
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_5,51.0,11101,None,1,0,1,1.48,5
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_5,13.0,11101,None,1,0,1,1.25,5
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_5,3.0,11101,None,1,0,1,1.48,5
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_5,9.0,11101,None,1,0,1,1.48,5
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_5,80.0,11101,None,1,0,1,1.25,5
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_5,8.0,11101,None,1,0,1,1.48,5
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_5,37.0,11101,None,1,0,1,1.48,5
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_6,123.0,11101,None,1,1,1,1.25,6
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_6,46.0,11101,None,1,1,1,1.48,6
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_6,67.0,11101,None,1,1,1,1.48,6
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_6,140.0,11101,None,1,1,1,1.25,6
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_6,21.0,11101,None,1,1,1,1.48,6
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_6,60.0,11101,None,1,1,1,1.48,6
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_6,31.0,11101,None,1,1,1,1.25,6
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_6,13.0,11101,None,1,1,1,1.48,6
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_6,28.0,11101,None,1,1,1,1.48,6
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_6,128.0,11101,None,1,1,1,1.25,6
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_6,25.0,11101,None,1,1,1,1.48,6
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_6,62.0,11101,None,1,1,1,1.48,6
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_7,279.0,11101,None,1,0,0,1.25,7
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_7,27.0,11101,None,1,0,0,1.48,7
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_7,46.0,11101,None,1,0,0,1.48,7
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_7,150.0,11101,None,1,0,0,1.25,7
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_7,47.0,11101,None,1,0,0,1.48,7
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_7,63.0,11101,None,1,0,0,1.48,7
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_7,41.0,11101,None,1,0,0,1.25,7
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_7,10.0,11101,None,1,0,0,1.48,7
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_7,31.0,11101,None,1,0,0,1.48,7
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_7,174.0,11101,None,1,0,0,1.25,7
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_7,31.0,11101,None,1,0,0,1.48,7
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_7,63.0,11101,None,1,0,0,1.48,7
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_8,175.0,11102,None,1,1,1,1.25,8
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_8,69.0,11102,None,1,1,1,1.48,8
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_8,97.0,11102,None,1,1,1,1.48,8
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_8,200.0,11102,None,1,1,1,1.25,8
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_8,56.0,11102,None,1,1,1,1.48,8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_8,96.0,11102,None,1,1,1,1.48,8
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_8,42.0,11102,None,1,1,1,1.25,8
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_8,29.0,11102,None,1,1,1,1.48,8
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_8,34.0,11102,None,1,1,1,1.48,8
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_8,250.0,11102,None,1,1,1,1.25,8
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_8,30.0,11102,None,1,1,1,1.48,8
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_8,80.0,11102,None,1,1,1,1.48,8
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_9,186.0,11102,SuperBowl,1,1,1,1.25,9
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_9,60.0,11102,SuperBowl,1,1,1,1.48,9
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_9,76.0,11102,SuperBowl,1,1,1,1.48,9
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_9,184.0,11102,SuperBowl,1,1,1,1.25,9
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_9,45.0,11102,SuperBowl,1,1,1,1.48,9
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_9,95.0,11102,SuperBowl,1,1,1,1.48,9
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_9,30.0,11102,SuperBowl,1,1,1,1.25,9
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_9,8.0,11102,SuperBowl,1,1,1,1.48,9
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_9,14.0,11102,SuperBowl,1,1,1,1.48,9
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_9,228.0,11102,SuperBowl,1,1,1,1.25,9
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_9,26.0,11102,SuperBowl,1,1,1,1.48,9
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_9,66.0,11102,SuperBowl,1,1,1,1.48,9
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_10,120.0,11102,None,1,1,0,1.25,10
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_10,41.0,11102,None,1,1,0,1.48,10
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_10,67.0,11102,None,1,1,0,1.48,10
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_10,18.0,11102,None,1,1,0,1.25,10
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_10,46.0,11102,None,1,1,0,1.48,10
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_10,93.0,11102,None,1,1,0,1.48,10
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_10,21.0,11102,None,1,1,0,1.25,10
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_10,7.0,11102,None,1,1,0,1.48,10
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_10,35.0,11102,None,1,1,0,1.48,10
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_10,22.0,11102,None,1,1,0,1.25,10
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_10,25.0,11102,None,1,1,0,1.48,10
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_10,61.0,11102,None,1,1,0,1.48,10
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_11,0.0,11102,None,1,0,1,1.25,11
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_11,29.0,11102,None,1,0,1,1.48,11
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_11,70.0,11102,None,1,0,1,1.48,11
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_11,0.0,11102,None,1,0,1,1.25,11
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_11,30.0,11102,None,1,0,1,1.48,11
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_11,44.0,11102,None,1,0,1,1.48,11
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_11,0.0,11102,None,1,0,1,1.25,11
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_11,5.0,11102,None,1,0,1,1.48,11
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_11,23.0,11102,None,1,0,1,1.48,11
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_11,5.0,11102,None,1,0,1,1.25,11
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_11,16.0,11102,None,1,0,1,1.48,11
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_11,65.0,11102,None,1,0,1,1.48,11
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_12,0.0,11102,None,1,1,1,1.25,12
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_12,37.0,11102,None,1,1,1,1.48,12
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_12,64.0,11102,None,1,1,1,1.48,12
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_12,0.0,11102,None,1,1,1,1.25,12
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_12,29.0,11102,None,1,1,1,1.48,12
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_12,60.0,11102,None,1,1,1,1.48,12
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_12,0.0,11102,None,1,1,1,1.25,12
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_12,15.0,11102,None,1,1,1,1.48,12
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_12,23.0,11102,None,1,1,1,1.48,12
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_12,0.0,11102,None,1,1,1,1.25,12
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_12,14.0,11102,None,1,1,1,1.48,12
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_12,54.0,11102,None,1,1,1,1.48,12
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_13,0.0,11102,None,1,0,0,1.25,13
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_13,47.0,11102,None,1,0,0,1.48,13
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_13,62.0,11102,None,1,0,0,1.48,13
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_13,0.0,11102,None,1,0,0,1.25,13
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_13,34.0,11102,None,1,0,0,1.48,13
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_13,52.0,11102,None,1,0,0,1.48,13
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_13,0.0,11102,None,1,0,0,1.25,13
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_13,11.0,11102,None,1,0,0,1.48,13
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_13,19.0,11102,None,1,0,0,1.48,13
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_13,0.0,11102,None,1,0,0,1.25,13
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_13,11.0,11102,None,1,0,0,1.48,13
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_13,51.0,11102,None,1,0,0,1.48,13
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_14,0.0,11102,None,0,1,1,1.25,14
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_14,51.0,11102,None,0,1,1,1.48,14
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_14,81.0,11102,None,0,1,1,1.48,14
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_14,0.0,11102,None,0,1,1,1.25,14
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_14,51.0,11102,None,0,1,1,1.48,14
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_14,91.0,11102,None,0,1,1,1.48,14
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_14,0.0,11102,None,0,1,1,1.25,14
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_14,11.0,11102,None,0,1,1,1.48,14
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_14,19.0,11102,None,0,1,1,1.48,14
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_14,0.0,11102,None,0,1,1,1.25,14
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_14,22.0,11102,None,0,1,1,1.48,14
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_14,53.0,11102,None,0,1,1,1.48,14
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_15,0.0,11103,None,0,1,1,1.25,15
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_15,62.0,11103,None,0,1,1,1.48,15
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_15,93.0,11103,None,0,1,1,1.48,15
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_15,0.0,11103,None,0,1,1,1.25,15
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_15,64.0,11103,None,0,1,1,1.48,15
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_15,133.0,11103,None,0,1,1,1.48,15
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_15,0.0,11103,None,0,1,1,1.25,15
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_15,20.0,11103,None,0,1,1,1.48,15
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_15,30.0,11103,None,0,1,1,1.48,15
FOODS_3_090_WI_3_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_3,WI,d_15,0.0,11103,None,0,1,1,1.25,15
FOODS_3_252_WI_3_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_3,WI,d_15,22.0,11103,None,0,1,1,1.48,15
FOODS_3_586_WI_3_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,d_15,81.0,11103,None,0,1,1,1.48,15
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_16,0.0,11103,None,0,1,0,1.25,16
FOODS_3_252_CA_3_evaluation,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,d_16,64.0,11103,None,0,1,0,1.48,16
FOODS_3_586_CA_3_evaluation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,d_16,110.0,11103,None,0,1,0,1.48,16
FOODS_3_090_TX_2_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_2,TX,d_16,0.0,11103,None,0,1,0,1.25,16
FOODS_3_252_TX_2_evaluation,FOODS_3_252,FOODS_3,FOODS,TX_2,TX,d_16,72.0,11103,None,0,1,0,1.48,16
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_16,108.0,11103,None,0,1,0,1.48,16
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_16,0.0,11103,None,0,1,0,1.25,16
FOODS_3_252_WI_2_evaluation,FOODS_3_252,FOODS_3,FOODS,WI_2,WI,d_16,11.0,11103,None,0,1,0,1.48,16
FOODS_3_586_WI_2_evaluation,FOODS_3_586,FOODS_3,FOODS,WI_2,WI,d_16,30.0,11103,None,0,1,0,1.48,16
