id,item_id,dept_id,cat_id,store_id,state_id,d,sales,wm_yr_wk,event_name_1,snap_CA,snap_TX,snap_WI,sell_price,d_num
HOBBIES_2_004_WI_2_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,WI_2,WI,d_5,0.0,11101,None,1,0,1,2.57,5
HOUSEHOLD_1_020_WI_2_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_5,0.0,11101,None,1,0,1,,5
FOODS_2_096_WI_2_evaluation,FOODS_2_096,FOODS_2,FOODS,WI_2,WI,d_5,0.0,11101,None,1,0,1,,5
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_5,13.0,11101,None,1,0,1,1.25,5
HOBBIES_1_001_CA_3_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_3,CA,d_6,0.0,11101,None,1,1,1,,6
HOBBIES_2_004_CA_3_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,CA_3,CA,d_6,0.0,11101,None,1,1,1,,6
HOUSEHOLD_1_020_CA_3_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_6,0.0,11101,None,1,1,1,,6
FOODS_2_096_CA_3_evaluation,FOODS_2_096,FOODS_2,FOODS,CA_3,CA,d_6,0.0,11101,None,1,1,1,,6
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_6,123.0,11101,None,1,1,1,1.25,6
HOBBIES_1_001_TX_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,d_6,0.0,11101,None,1,1,1,,6
HOBBIES_2_004_TX_1_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,TX_1,TX,d_6,0.0,11101,None,1,1,1,,6
HOUSEHOLD_1_020_TX_1_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,d_6,0.0,11101,None,1,1,1,,6
FOODS_2_096_TX_1_evaluation,FOODS_2_096,FOODS_2,FOODS,TX_1,TX,d_6,0.0,11101,None,1,1,1,,6
FOODS_3_090_TX_1_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,d_6,106.0,11101,None,1,1,1,1.25,6
HOBBIES_1_001_WI_2_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_2,WI,d_6,0.0,11101,None,1,1,1,,6
HOBBIES_2_004_WI_2_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,WI_2,WI,d_6,0.0,11101,None,1,1,1,2.57,6
HOUSEHOLD_1_020_WI_2_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_6,0.0,11101,None,1,1,1,,6
FOODS_2_096_WI_2_evaluation,FOODS_2_096,FOODS_2,FOODS,WI_2,WI,d_6,0.0,11101,None,1,1,1,,6
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_6,31.0,11101,None,1,1,1,1.25,6
HOBBIES_1_001_CA_3_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_3,CA,d_7,0.0,11101,None,1,0,0,,7
HOBBIES_2_004_CA_3_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,CA_3,CA,d_7,0.0,11101,None,1,0,0,,7
HOUSEHOLD_1_020_CA_3_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_7,0.0,11101,None,1,0,0,,7
FOODS_2_096_CA_3_evaluation,FOODS_2_096,FOODS_2,FOODS,CA_3,CA,d_7,0.0,11101,None,1,0,0,,7
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_7,279.0,11101,None,1,0,0,1.25,7
HOBBIES_1_001_TX_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,d_7,0.0,11101,None,1,0,0,,7
HOBBIES_2_004_TX_1_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,TX_1,TX,d_7,0.0,11101,None,1,0,0,,7
HOUSEHOLD_1_020_TX_1_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,d_7,0.0,11101,None,1,0,0,,7
FOODS_2_096_TX_1_evaluation,FOODS_2_096,FOODS_2,FOODS,TX_1,TX,d_7,0.0,11101,None,1,0,0,,7
FOODS_3_090_TX_1_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,d_7,96.0,11101,None,1,0,0,1.25,7
HOBBIES_1_001_WI_2_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_2,WI,d_7,0.0,11101,None,1,0,0,,7
HOBBIES_2_004_WI_2_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,WI_2,WI,d_7,0.0,11101,None,1,0,0,2.57,7
HOUSEHOLD_1_020_WI_2_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_7,0.0,11101,None,1,0,0,,7
FOODS_2_096_WI_2_evaluation,FOODS_2_096,FOODS_2,FOODS,WI_2,WI,d_7,0.0,11101,None,1,0,0,,7
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_7,41.0,11101,None,1,0,0,1.25,7
HOBBIES_1_001_CA_3_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_3,CA,d_8,0.0,11102,None,1,1,1,,8
HOBBIES_2_004_CA_3_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,CA_3,CA,d_8,0.0,11102,None,1,1,1,,8
HOUSEHOLD_1_020_CA_3_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_8,0.0,11102,None,1,1,1,,8
FOODS_2_096_CA_3_evaluation,FOODS_2_096,FOODS_2,FOODS,CA_3,CA,d_8,0.0,11102,None,1,1,1,,8
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_8,175.0,11102,None,1,1,1,1.25,8
HOBBIES_1_001_TX_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,d_8,0.0,11102,None,1,1,1,,8
HOBBIES_2_004_TX_1_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,TX_1,TX,d_8,0.0,11102,None,1,1,1,,8
HOUSEHOLD_1_020_TX_1_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,d_8,0.0,11102,None,1,1,1,,8
FOODS_2_096_TX_1_evaluation,FOODS_2_096,FOODS_2,FOODS,TX_1,TX,d_8,0.0,11102,None,1,1,1,,8
FOODS_3_090_TX_1_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,d_8,118.0,11102,None,1,1,1,1.25,8
HOBBIES_1_001_WI_2_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_2,WI,d_8,0.0,11102,None,1,1,1,,8
HOBBIES_2_004_WI_2_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,WI_2,WI,d_8,0.0,11102,None,1,1,1,2.57,8
HOUSEHOLD_1_020_WI_2_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_8,0.0,11102,None,1,1,1,,8
FOODS_2_096_WI_2_evaluation,FOODS_2_096,FOODS_2,FOODS,WI_2,WI,d_8,0.0,11102,None,1,1,1,,8
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_8,42.0,11102,None,1,1,1,1.25,8
HOBBIES_1_001_CA_3_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_3,CA,d_9,0.0,11102,SuperBowl,1,1,1,,9
HOBBIES_2_004_CA_3_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,CA_3,CA,d_9,0.0,11102,SuperBowl,1,1,1,,9
HOUSEHOLD_1_020_CA_3_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_9,0.0,11102,SuperBowl,1,1,1,,9
FOODS_2_096_CA_3_evaluation,FOODS_2_096,FOODS_2,FOODS,CA_3,CA,d_9,0.0,11102,SuperBowl,1,1,1,,9
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_9,186.0,11102,SuperBowl,1,1,1,1.25,9
HOBBIES_1_001_TX_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,d_9,0.0,11102,SuperBowl,1,1,1,,9
HOBBIES_2_004_TX_1_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,TX_1,TX,d_9,0.0,11102,SuperBowl,1,1,1,,9
HOUSEHOLD_1_020_TX_1_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,d_9,0.0,11102,SuperBowl,1,1,1,,9
FOODS_2_096_TX_1_evaluation,FOODS_2_096,FOODS_2,FOODS,TX_1,TX,d_9,0.0,11102,SuperBowl,1,1,1,,9
FOODS_3_090_TX_1_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,d_9,177.0,11102,SuperBowl,1,1,1,1.25,9
HOBBIES_1_001_WI_2_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_2,WI,d_9,0.0,11102,SuperBowl,1,1,1,,9
HOBBIES_2_004_WI_2_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,WI_2,WI,d_9,0.0,11102,SuperBowl,1,1,1,2.57,9
HOUSEHOLD_1_020_WI_2_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_9,0.0,11102,SuperBowl,1,1,1,,9
FOODS_2_096_WI_2_evaluation,FOODS_2_096,FOODS_2,FOODS,WI_2,WI,d_9,0.0,11102,SuperBowl,1,1,1,,9
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_9,30.0,11102,SuperBowl,1,1,1,1.25,9
HOBBIES_1_001_CA_3_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_3,CA,d_10,0.0,11102,None,1,1,0,,10
HOBBIES_2_004_CA_3_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,CA_3,CA,d_10,0.0,11102,None,1,1,0,,10
HOUSEHOLD_1_020_CA_3_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_10,0.0,11102,None,1,1,0,,10
FOODS_2_096_CA_3_evaluation,FOODS_2_096,FOODS_2,FOODS,CA_3,CA,d_10,0.0,11102,None,1,1,0,,10
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_10,120.0,11102,None,1,1,0,1.25,10
HOBBIES_1_001_TX_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,d_10,0.0,11102,None,1,1,0,,10
HOBBIES_2_004_TX_1_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,TX_1,TX,d_10,0.0,11102,None,1,1,0,,10
HOUSEHOLD_1_020_TX_1_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,d_10,0.0,11102,None,1,1,0,,10
FOODS_2_096_TX_1_evaluation,FOODS_2_096,FOODS_2,FOODS,TX_1,TX,d_10,0.0,11102,None,1,1,0,,10
FOODS_3_090_TX_1_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,d_10,51.0,11102,None,1,1,0,1.25,10
HOBBIES_1_001_WI_2_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_2,WI,d_10,0.0,11102,None,1,1,0,,10
HOBBIES_2_004_WI_2_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,WI_2,WI,d_10,0.0,11102,None,1,1,0,2.57,10
HOUSEHOLD_1_020_WI_2_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_10,0.0,11102,None,1,1,0,,10
FOODS_2_096_WI_2_evaluation,FOODS_2_096,FOODS_2,FOODS,WI_2,WI,d_10,0.0,11102,None,1,1,0,,10
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_10,21.0,11102,None,1,1,0,1.25,10
HOBBIES_1_001_CA_3_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_3,CA,d_11,0.0,11102,None,1,0,1,,11
HOBBIES_2_004_CA_3_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,CA_3,CA,d_11,0.0,11102,None,1,0,1,,11
HOUSEHOLD_1_020_CA_3_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_11,0.0,11102,None,1,0,1,,11
FOODS_2_096_CA_3_evaluation,FOODS_2_096,FOODS_2,FOODS,CA_3,CA,d_11,0.0,11102,None,1,0,1,,11
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_11,0.0,11102,None,1,0,1,1.25,11
HOBBIES_1_001_TX_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,d_11,0.0,11102,None,1,0,1,,11
HOBBIES_2_004_TX_1_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,TX_1,TX,d_11,0.0,11102,None,1,0,1,,11
HOUSEHOLD_1_020_TX_1_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,d_11,0.0,11102,None,1,0,1,,11
FOODS_2_096_TX_1_evaluation,FOODS_2_096,FOODS_2,FOODS,TX_1,TX,d_11,0.0,11102,None,1,0,1,,11
FOODS_3_090_TX_1_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,d_11,0.0,11102,None,1,0,1,1.25,11
HOBBIES_1_001_WI_2_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_2,WI,d_11,0.0,11102,None,1,0,1,,11
HOBBIES_2_004_WI_2_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,WI_2,WI,d_11,0.0,11102,None,1,0,1,2.57,11
HOUSEHOLD_1_020_WI_2_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,d_11,0.0,11102,None,1,0,1,,11
FOODS_2_096_WI_2_evaluation,FOODS_2_096,FOODS_2,FOODS,WI_2,WI,d_11,0.0,11102,None,1,0,1,,11
FOODS_3_090_WI_2_evaluation,FOODS_3_090,FOODS_3,FOODS,WI_2,WI,d_11,0.0,11102,None,1,0,1,1.25,11
HOBBIES_1_001_CA_3_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_3,CA,d_12,0.0,11102,None,1,1,1,,12
HOBBIES_2_004_CA_3_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,CA_3,CA,d_12,0.0,11102,None,1,1,1,,12
HOUSEHOLD_1_020_CA_3_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,d_12,0.0,11102,None,1,1,1,,12
FOODS_2_096_CA_3_evaluation,FOODS_2_096,FOODS_2,FOODS,CA_3,CA,d_12,0.0,11102,None,1,1,1,,12
FOODS_3_090_CA_3_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,d_12,0.0,11102,None,1,1,1,1.25,12
HOBBIES_1_001_TX_1_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,d_12,0.0,11102,None,1,1,1,,12
HOBBIES_2_004_TX_1_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,TX_1,TX,d_12,0.0,11102,None,1,1,1,,12
HOUSEHOLD_1_020_TX_1_evaluation,HOUSEHOLD_1_020,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,d_12,0.0,11102,None,1,1,1,,12
FOODS_2_096_TX_1_evaluation,FOODS_2_096,FOODS_2,FOODS,TX_1,TX,d_12,0.0,11102,None,1,1,1,,12
FOODS_3_090_TX_1_evaluation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,d_12,0.0,11102,None,1,1,1,1.25,12
HOBBIES_1_001_WI_2_evaluation,HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_2,WI,d_12,0.0,11102,None,1,1,1,,12
